USERID,USERNAME,USERFOLLOWERS,TEXT,CREATED,POLARITY,SUBJECTIVITY,SENTIMENT
1232635876381020161,adeyefa_codes,973,Of course you know the road I'm going to take https://t.co/kqju86t6Zl,2020-02-26 11:57:48,0.0,0.0,NEGATIVE
1232627971069968386,adeyefa_codes,973,"""Who is the second one"" 😭😭🤣🤣🤣 https://t.co/azsM4t7h7o",2020-02-26 11:26:24,0.0,0.0,NEGATIVE
1232627130300817408,adeyefa_codes,973,I give up https://t.co/whVAKlLtSC https://t.co/OrzbUhMTar,2020-02-26 11:23:03,0.0,0.0,NEGATIVE
1232467693720129536,adeyefa_codes,973,"@TinkerSec The horror, I can only imagine. I hope I'm never in this situation.",2020-02-26 00:49:30,0.0,1.0,NEGATIVE
1232454291371089920,adeyefa_codes,973,@steveamaza The truth always reveals itself,2020-02-25 23:56:15,0.0,0.0,NEGATIVE
1232453840458223618,adeyefa_codes,973,RT @MalwareJake: Developer uses Java https://t.co/9XHd7zmfPO,2020-02-25 23:54:28,0.0,0.0,NEGATIVE
1232432393606160384,adeyefa_codes,973,@sarah_nmachi You sef see what we are going through.,2020-02-25 22:29:14,0.0,0.0,NEGATIVE
1232432247342387201,adeyefa_codes,973,@glamboyosa I don't know oo,2020-02-25 22:28:39,0.0,0.0,NEGATIVE
1232395107367825415,adeyefa_codes,973,"@jeff_ogah @codemon_ I swear, always cracks me up 🤣🤣",2020-02-25 20:01:05,0.0,0.0,NEGATIVE
1232392495549554689,jeff_ogah,1388,@adeyefa_codes @codemon_ This thing gets me everytime 😂,2020-02-25 19:50:42,0.0,0.0,NEGATIVE
1232368280943419394,oviepaulej,529,@adeyefa_codes Until hunter become the bush meat,2020-02-25 18:14:29,0.0,0.0,NEGATIVE
1232362454111244290,overrideveloper,849,@adeyefa_codes The only way it should be done tbh.,2020-02-25 17:51:19,0.0,1.0,NEGATIVE
1232358072812744705,adeyefa_codes,973,@overrideveloper That's the right way to do things. https://t.co/ynt26sBaVE,2020-02-25 17:33:55,0.2857142857142857,0.5357142857142857,NEUTRAL
1232357164649504770,adeyefa_codes,973,People that still voted 10 cents are the ones that voted Buhari second term. You can't convince me otherwise. https://t.co/xcqlqLZnS4,2020-02-25 17:30:18,0.0,0.0,NEGATIVE
1232355113966219267,adeyefa_codes,973,@ForeenLabalaba What power 🙄🙄🙄,2020-02-25 17:22:09,0.0,0.0,NEGATIVE
1232337704819601410,adeyefa_codes,973,@__Laolu @jola_adebayor You need to start pressing the right buttons 😅😅,2020-02-25 16:12:59,0.2857142857142857,0.5357142857142857,NEUTRAL
1232337538184073216,adeyefa_codes,973,@jola_adebayor I don't just understand any longer. 😭😭😭,2020-02-25 16:12:19,0.0,0.0,NEGATIVE
1232336959420469248,adeyefa_codes,973,@codemon_ This is for you. https://t.co/NC7FOppMUS,2020-02-25 16:10:01,0.0,0.0,NEGATIVE
1232326966126219265,buka4rill,400,@adeyefa_codes I love this!😂,2020-02-25 15:30:18,0.5,0.6,POSITIVE
1232319880990425090,adeyefa_codes,973,"@oviepaulej 🤣🤣🤣 hard guy, ordinary chicken you dey fear",2020-02-25 15:02:09,-0.38055555555555554,0.6638888888888889,NEGATIVE
1232286060526424066,oviepaulej,529,@adeyefa_codes It's why I'm afraid of chickens 😩,2020-02-25 12:47:46,-0.6,0.9,NEGATIVE
1232273141117919232,adeyefa_codes,973,@samabalap 😂😂 please I cannot fight ooo,2020-02-25 11:56:26,0.0,0.0,NEGATIVE
1232272891649150977,samabalap,169,@adeyefa_codes They will beat you on this app 😂😂,2020-02-25 11:55:26,0.0,0.0,NEGATIVE
1232267941971976193,adeyefa_codes,973,When the bush meat catch the hunter https://t.co/MWo5TlTxOa,2020-02-25 11:35:46,0.0,0.0,NEGATIVE
1232267189002133505,adeyefa_codes,973,@cozzbie Nearly broke me 😢😢,2020-02-25 11:32:46,0.1,0.4,NEUTRAL
1232245837515894784,adeyefa_codes,973,"@Chydee Some are also poor because they didn't take a risk. Everything in life is a risk, nothing is guaranteed.",2020-02-25 10:07:56,-0.4,0.6,NEGATIVE
1232238269678727173,adeyefa_codes,973,"RT @coder_blvck: Hello everyone, I am looking to transition into a Developer Advocate Role. I have about 3 years professional expertise in…",2020-02-25 09:37:52,0.1,0.1,NEUTRAL
1231976410237067266,adeyefa_codes,973,"You had one job and you failed, steady the f**king camera. What's worth doing is worth doing well. https://t.co/kEYcAn35rd",2020-02-24 16:17:19,0.06666666666666665,0.25,NEGATIVE
1231975168463065090,adeyefa_codes,973,"No need for simultaneous equation, use simple logic https://t.co/RfYmDhChKa",2020-02-24 16:12:23,0.0,0.35714285714285715,NEGATIVE
1231926600247205888,adeyefa_codes,973,@sarah_nmachi When you start please send let me know,2020-02-24 12:59:24,0.0,0.0,NEGATIVE
1231863529273163776,adeyefa_codes,973,Why does Martial have big foots 🤔 https://t.co/PEqTbm2JlT,2020-02-24 08:48:46,0.0,0.05,NEGATIVE
1231770737658286081,adeyefa_codes,973,"RT @MmantiUmoh: RANGE for Nigerias most endangered specie. 

Profiled without report as a “yahoo boy” by @PoliceNG - the young working Nige…",2020-02-24 02:40:03,0.3,0.45,POSITIVE
1231717825598889984,kvng_zeez,735,@adeyefa_codes Lmao. You’ll be faced with my fury soon.,2020-02-23 23:09:48,0.6,1.0,POSITIVE
1231717667792474117,adeyefa_codes,973,@kvng_zeez Just downloaded this specifically for you https://t.co/VvQ3N2Oa1W,2020-02-23 23:09:10,0.0,0.0,NEGATIVE
1231715771644026880,kvng_zeez,735,@adeyefa_codes Until you get herpes.,2020-02-23 23:01:38,0.0,0.0,NEGATIVE
1231709435124469761,adeyefa_codes,973,"It's not like I have any hobbies. I'm just a bird, flying free.",2020-02-23 22:36:28,0.4,0.8,POSITIVE
1231707180577017856,adeyefa_codes,973,I need to follow in the footsteps of Fury. https://t.co/qFtHl0HMgx,2020-02-23 22:27:30,0.0,0.0,NEGATIVE
1231695049865531392,adeyefa_codes,973,"200k wallet, how manage. https://t.co/S488p9z10T",2020-02-23 21:39:18,0.0,0.0,NEGATIVE
1231679745487777797,adeyefa_codes,973,@SirCatalyst You can unsee but you can't unhear 🙂🙂,2020-02-23 20:38:29,0.0,0.0,NEGATIVE
USERID,USERNAME,USERFOLLOWERS,TEXT,CREATED,POLARITY,SUBJECTIVITY,SENTIMENT
1233151440580993024,adeyefa_codes,973,@thatsknotmaname We need this,2020-02-27 22:06:28,0.0,0.0,NEGATIVE
1233077984799678468,adeyefa_codes,973,Fact https://t.co/sOKh8FuxQI,2020-02-27 17:14:35,0.0,0.0,NEGATIVE
1233062342885289987,adeyefa_codes,973,"RT @LisaForteUK: Cyber crime official reporting in the UK is a poorly designed, underfunded and broken system. 

How do you report cyber cr…",2020-02-27 16:12:26,-0.4,0.5,NEGATIVE
1233035675835998208,adeyefa_codes,973,They never learn https://t.co/UHBMNSgaLi,2020-02-27 14:26:28,0.0,0.0,NEGATIVE
1233034388352401410,adeyefa_codes,973,@The_8bitCyborg True,2020-02-27 14:21:21,0.35,0.65,POSITIVE
1233025837961826305,buka4rill,400,@adeyefa_codes It's more of a crime that Falz is on this😂,2020-02-27 13:47:22,0.5,0.5,POSITIVE
1233023543727861763,The_8bitCyborg,648,"@adeyefa_codes I feel like that show, and silicon valley is the most accurate depiction of what it is to be a coder and stuff.",2020-02-27 13:38:15,0.45000000000000007,0.5666666666666667,POSITIVE
1233019832112701440,adeyefa_codes,973,It's a crime that Mr Robot is not listed here. https://t.co/mCStkjrbRn,2020-02-27 13:23:31,0.0,0.0,NEGATIVE
1233019371515207680,adeyefa_codes,973,"@ScousePedro Past tense of lend, when you borrow someone something 🤷‍♂️🤷‍♂️",2020-02-27 13:21:41,-0.29166666666666663,0.375,NEGATIVE
1232956655043842048,adeyefa_codes,973,@jola_adebayor We don tell am,2020-02-27 09:12:28,0.0,0.0,NEGATIVE
1232946104045572097,_H3avensent,530,"@adeyefa_codes @imasuen_design @nedyudombat Walahi
ALC 4 is no longer doing well",2020-02-27 08:30:32,0.0,0.0,NEGATIVE
1232818427150159873,adeyefa_codes,973,@saniyusuf We shall,2020-02-27 00:03:12,0.0,0.0,NEGATIVE
1232788194451652610,adeyefa_codes,973,@phwd Great work,2020-02-26 22:03:04,0.8,0.75,POSITIVE
1232782630761959425,adeyefa_codes,973,"@jola_adebayor I refuse to comment on this case, eyes have seen things",2020-02-26 21:40:57,0.0,0.0,NEGATIVE
1232768827936694284,adeyefa_codes,973,"@imasuen_design @nedyudombat I swear, I need the full gist at once",2020-02-26 20:46:06,0.35,0.55,POSITIVE
1232741566239985665,adeyefa_codes,973,@buka4rill 🙄🙄 SARS will soon stop you in Lagos,2020-02-26 18:57:47,0.0,0.0,NEGATIVE
1232740245801721858,buka4rill,400,@adeyefa_codes where u wan go before? Anywhere dey that Ogun state sef🙄😒😅,2020-02-26 18:52:32,-0.2,0.15000000000000002,NEGATIVE
1232705781004427264,adeyefa_codes,973,"Good news for me, now I can go out in peace https://t.co/S3DxWqQ6k0",2020-02-26 16:35:35,0.7,0.6000000000000001,POSITIVE
1232635876381020161,adeyefa_codes,973,Of course you know the road I'm going to take https://t.co/kqju86t6Zl,2020-02-26 11:57:48,0.0,0.0,NEGATIVE
1232627971069968386,adeyefa_codes,973,"""Who is the second one"" 😭😭🤣🤣🤣 https://t.co/azsM4t7h7o",2020-02-26 11:26:24,0.0,0.0,NEGATIVE
1232627130300817408,adeyefa_codes,973,I give up https://t.co/whVAKlLtSC https://t.co/OrzbUhMTar,2020-02-26 11:23:03,0.0,0.0,NEGATIVE
1232467693720129536,adeyefa_codes,973,"@TinkerSec The horror, I can only imagine. I hope I'm never in this situation.",2020-02-26 00:49:30,0.0,1.0,NEGATIVE
1232454291371089920,adeyefa_codes,973,@steveamaza The truth always reveals itself,2020-02-25 23:56:15,0.0,0.0,NEGATIVE
1232453840458223618,adeyefa_codes,973,RT @MalwareJake: Developer uses Java https://t.co/9XHd7zmfPO,2020-02-25 23:54:28,0.0,0.0,NEGATIVE
1232432393606160384,adeyefa_codes,973,@sarah_nmachi You sef see what we are going through.,2020-02-25 22:29:14,0.0,0.0,NEGATIVE
1232432247342387201,adeyefa_codes,973,@glamboyosa I don't know oo,2020-02-25 22:28:39,0.0,0.0,NEGATIVE
1232395107367825415,adeyefa_codes,973,"@jeff_ogah @codemon_ I swear, always cracks me up 🤣🤣",2020-02-25 20:01:05,0.0,0.0,NEGATIVE
1232392495549554689,jeff_ogah,1388,@adeyefa_codes @codemon_ This thing gets me everytime 😂,2020-02-25 19:50:42,0.0,0.0,NEGATIVE
1232368280943419394,oviepaulej,529,@adeyefa_codes Until hunter become the bush meat,2020-02-25 18:14:29,0.0,0.0,NEGATIVE
1232362454111244290,overrideveloper,849,@adeyefa_codes The only way it should be done tbh.,2020-02-25 17:51:19,0.0,1.0,NEGATIVE
1232358072812744705,adeyefa_codes,973,@overrideveloper That's the right way to do things. https://t.co/ynt26sBaVE,2020-02-25 17:33:55,0.2857142857142857,0.5357142857142857,NEUTRAL
1232357164649504770,adeyefa_codes,973,People that still voted 10 cents are the ones that voted Buhari second term. You can't convince me otherwise. https://t.co/xcqlqLZnS4,2020-02-25 17:30:18,0.0,0.0,NEGATIVE
1232355113966219267,adeyefa_codes,973,@ForeenLabalaba What power 🙄🙄🙄,2020-02-25 17:22:09,0.0,0.0,NEGATIVE
1232337704819601410,adeyefa_codes,973,@__Laolu @jola_adebayor You need to start pressing the right buttons 😅😅,2020-02-25 16:12:59,0.2857142857142857,0.5357142857142857,NEUTRAL
1232337538184073216,adeyefa_codes,973,@jola_adebayor I don't just understand any longer. 😭😭😭,2020-02-25 16:12:19,0.0,0.0,NEGATIVE
1232336959420469248,adeyefa_codes,973,@codemon_ This is for you. https://t.co/NC7FOppMUS,2020-02-25 16:10:01,0.0,0.0,NEGATIVE
1232326966126219265,buka4rill,400,@adeyefa_codes I love this!😂,2020-02-25 15:30:18,0.5,0.6,POSITIVE
1232319880990425090,adeyefa_codes,973,"@oviepaulej 🤣🤣🤣 hard guy, ordinary chicken you dey fear",2020-02-25 15:02:09,-0.38055555555555554,0.6638888888888889,NEGATIVE
1232286060526424066,oviepaulej,529,@adeyefa_codes It's why I'm afraid of chickens 😩,2020-02-25 12:47:46,-0.6,0.9,NEGATIVE
1232273141117919232,adeyefa_codes,973,@samabalap 😂😂 please I cannot fight ooo,2020-02-25 11:56:26,0.0,0.0,NEGATIVE
1232272891649150977,samabalap,169,@adeyefa_codes They will beat you on this app 😂😂,2020-02-25 11:55:26,0.0,0.0,NEGATIVE
1232267941971976193,adeyefa_codes,973,When the bush meat catch the hunter https://t.co/MWo5TlTxOa,2020-02-25 11:35:46,0.0,0.0,NEGATIVE
1232267189002133505,adeyefa_codes,973,@cozzbie Nearly broke me 😢😢,2020-02-25 11:32:46,0.1,0.4,NEUTRAL
1232245837515894784,adeyefa_codes,973,"@Chydee Some are also poor because they didn't take a risk. Everything in life is a risk, nothing is guaranteed.",2020-02-25 10:07:56,-0.4,0.6,NEGATIVE
1232238269678727173,adeyefa_codes,973,"RT @coder_blvck: Hello everyone, I am looking to transition into a Developer Advocate Role. I have about 3 years professional expertise in…",2020-02-25 09:37:52,0.1,0.1,NEUTRAL
1231976410237067266,adeyefa_codes,973,"You had one job and you failed, steady the f**king camera. What's worth doing is worth doing well. https://t.co/kEYcAn35rd",2020-02-24 16:17:19,0.06666666666666665,0.25,NEGATIVE
1231975168463065090,adeyefa_codes,973,"No need for simultaneous equation, use simple logic https://t.co/RfYmDhChKa",2020-02-24 16:12:23,0.0,0.35714285714285715,NEGATIVE
1231926600247205888,adeyefa_codes,973,@sarah_nmachi When you start please send let me know,2020-02-24 12:59:24,0.0,0.0,NEGATIVE
1231863529273163776,adeyefa_codes,973,Why does Martial have big foots 🤔 https://t.co/PEqTbm2JlT,2020-02-24 08:48:46,0.0,0.05,NEGATIVE
1231770737658286081,adeyefa_codes,973,"RT @MmantiUmoh: RANGE for Nigerias most endangered specie. 

Profiled without report as a “yahoo boy” by @PoliceNG - the young working Nige…",2020-02-24 02:40:03,0.3,0.45,POSITIVE
1231717825598889984,kvng_zeez,735,@adeyefa_codes Lmao. You’ll be faced with my fury soon.,2020-02-23 23:09:48,0.6,1.0,POSITIVE
1231717667792474117,adeyefa_codes,973,@kvng_zeez Just downloaded this specifically for you https://t.co/VvQ3N2Oa1W,2020-02-23 23:09:10,0.0,0.0,NEGATIVE
1231715771644026880,kvng_zeez,735,@adeyefa_codes Until you get herpes.,2020-02-23 23:01:38,0.0,0.0,NEGATIVE
1231709435124469761,adeyefa_codes,973,"It's not like I have any hobbies. I'm just a bird, flying free.",2020-02-23 22:36:28,0.4,0.8,POSITIVE
1231707180577017856,adeyefa_codes,973,I need to follow in the footsteps of Fury. https://t.co/qFtHl0HMgx,2020-02-23 22:27:30,0.0,0.0,NEGATIVE
1231695049865531392,adeyefa_codes,973,"200k wallet, how manage. https://t.co/S488p9z10T",2020-02-23 21:39:18,0.0,0.0,NEGATIVE
1231679745487777797,adeyefa_codes,973,@SirCatalyst You can unsee but you can't unhear 🙂🙂,2020-02-23 20:38:29,0.0,0.0,NEGATIVE
1231678898712215552,SirCatalyst,246,@adeyefa_codes I need to unsee this. #Hypo,2020-02-23 20:35:07,0.0,0.0,NEGATIVE
1231670477803937796,adeyefa_codes,973,"RT @Chichi_Arinze: I was reluctant to post this video because I didn’t really like it but the message still remains clear, if you are on a…",2020-02-23 20:01:39,0.15000000000000002,0.29166666666666663,NEUTRAL
1231580980659544064,adeyefa_codes,973,@EmmanuelCAdigwe I think I'm going to take your advice,2020-02-23 14:06:02,0.0,0.0,NEGATIVE
1231557363255140352,adeyefa_codes,973,@gbengasile Wilder is an Audio Beast,2020-02-23 12:32:11,0.0,0.0,NEGATIVE
1231555251942985728,fatratfatrat,219,@adeyefa_codes @Bugcrowd Thanks 🥰🥰,2020-02-23 12:23:47,0.2,0.2,NEUTRAL
1231554748794462210,adeyefa_codes,973,"🤣🤣 was just hearing, jab the jabber before the jabbing 😬😬 https://t.co/Y4hNJCETOd",2020-02-23 12:21:47,0.0,0.0,NEGATIVE
1231520615292645376,michaelgatesjr,264,@adeyefa_codes He tiff belt ni.😂🤣,2020-02-23 10:06:09,0.0,0.0,NEGATIVE
1231520405283885056,adeyefa_codes,973,@michaelgatesjr Dem beat am like who Tiff for market.,2020-02-23 10:05:19,0.0,0.0,NEGATIVE
1231481751811317761,adeyefa_codes,973,@fatratfatrat @Bugcrowd Nice blog post.,2020-02-23 07:31:44,0.6,1.0,POSITIVE
1231345692528070657,adeyefa_codes,973,"Give the vendor my number instead, she can make some deliveries here. https://t.co/G2KG2zEIuu",2020-02-22 22:31:05,0.0,0.0,NEGATIVE
1231342160739553282,adeyefa_codes,973,@Cruzomosng @theshalvah 🙌🙌 I dey hail oo,2020-02-22 22:17:03,0.0,0.0,NEGATIVE
1231292736394977281,olaeedo,421,@adeyefa_codes Lmao even if I walk on the run way it will be bad,2020-02-22 19:00:39,-0.04999999999999993,0.8333333333333333,NEGATIVE
1231287665678602241,adeyefa_codes,973,John Wick https://t.co/WP45Xz7K5e,2020-02-22 18:40:30,0.0,0.0,NEGATIVE
1231283635963211777,adeyefa_codes,973,You did not pose very well na 🤣🤣🤣🤣 https://t.co/6qNEo2fptg,2020-02-22 18:24:29,0.2,0.3,NEUTRAL
1231281652262940673,adeyefa_codes,973,@ndiecodes Totally true 🤣🤣,2020-02-22 18:16:36,0.35,0.65,POSITIVE
1231227001299750912,Dev_khris,3915,@adeyefa_codes @26th_edmund @cjustinobi @agatevureglory @ayolovisgod Lol. With your strong face. See I get una rece… https://t.co/eiYog0H2dF,2020-02-22 14:39:26,0.6166666666666667,0.7166666666666666,POSITIVE
1231226397638656001,adeyefa_codes,973,"@Dev_khris @26th_edmund @cjustinobi @agatevureglory @ayolovisgod Whoever you saw that day is not me, I deny all accusations.",2020-02-22 14:37:02,0.0,0.0,NEGATIVE
1231226186111561729,Dev_khris,3915,@adeyefa_codes @26th_edmund @cjustinobi @agatevureglory @ayolovisgod You are not even taller than me. Remember I ha… https://t.co/fxjEIQWCXW,2020-02-22 14:36:12,0.0,0.0,NEGATIVE
1231218748104814593,adeyefa_codes,973,Stop posting the rubbish. https://t.co/EhFHKOMoJA https://t.co/d0uveE0jtU,2020-02-22 14:06:39,0.0,0.0,NEGATIVE
1231217873810489344,adeyefa_codes,973,"@26th_edmund @Dev_khris @cjustinobi @agatevureglory @ayolovisgod Two short men arguing, we hate to see this. 🤦🤦",2020-02-22 14:03:10,-0.4,0.6,NEGATIVE
1231175102609444864,adeyefa_codes,973,@dapzthelegend A legend,2020-02-22 11:13:13,0.0,0.0,NEGATIVE
1231142315756072960,Dev_khris,3915,@iamahless @adeyefa_codes @26th_edmund See you. Lol.,2020-02-22 09:02:56,0.8,0.7,POSITIVE
1231136747116998658,iamahless,488,@adeyefa_codes @26th_edmund @Dev_khris For sure 4k live stream,2020-02-22 08:40:48,0.3181818181818182,0.6944444444444444,POSITIVE
1231136639772217346,adeyefa_codes,973,"@26th_edmund @iamahless @Dev_khris Please take a video of the fight, I need to watch some live wrestling.",2020-02-22 08:40:22,0.13636363636363635,0.5,NEUTRAL
1231136159859953666,adeyefa_codes,973,Tackling your child in a game vof football &gt;&gt;&gt; https://t.co/t6EmP8pCXV,2020-02-22 08:38:28,-0.4,0.4,NEGATIVE
1231133411835883520,adeyefa_codes,973,Three times 😭😭😭 https://t.co/TMa4bIlMKO,2020-02-22 08:27:33,0.0,0.0,NEGATIVE
1230955542945959943,adeyefa_codes,973,From user to guest 🤦🤦 https://t.co/hLp60SdhdV,2020-02-21 20:40:46,0.0,0.0,NEGATIVE
1230943660398841856,adeyefa_codes,973,"RT @Chichi_Arinze: Hello guys,
This is to remind you that Autogirl has luxury cars for your rental at the best prices!! Any kind of car you…",2020-02-21 19:53:33,0.8,0.6,POSITIVE
1230833031826616327,adeyefa_codes,973,"Nobody:
Me: https://t.co/VFqBBFPEFl",2020-02-21 12:33:57,0.0,0.0,NEGATIVE
1230829630531231745,adeyefa_codes,973,"Que: When was your last relationship? 
And: Never actually.

If this guy me am I this guy 🤔🤔 https://t.co/aENyOye3sM https://t.co/bdbhDGk1hG",2020-02-21 12:20:26,0.0,0.08333333333333334,NEGATIVE
1230781268356476929,adeyefa_codes,973,Everyone has a plan till they get punched in the face https://t.co/UeJSs1gkxK,2020-02-21 09:08:15,0.0,0.0,NEGATIVE
1230676116840599553,AlyssaM_InfoSec,12332,@adeyefa_codes Because it's a smart candle.,2020-02-21 02:10:25,0.21428571428571427,0.6428571428571429,NEUTRAL
1230671437301768192,adeyefa_codes,973,Why in the Hell will someone want to light up a candle with their smartphone. 🤦🤦 https://t.co/S2gh5hGmZj,2020-02-21 01:51:50,0.4,0.7,POSITIVE
1230600592525025286,im_angiee,1404,"RT @rapulu_: Thank God is not the period i took over from @adeyefa_codes 

I can't imagine adding her in underworld....and she goes 

""So y…",2020-02-20 21:10:19,0.0,0.0,NEGATIVE
1230577162564100096,adeyefa_codes,973,RT @trinisoftinc: I’ll say it again. When you’re with someone you love none of these things matter. Who cooks. Who kneels. Who do this. Or…,2020-02-20 19:37:13,0.5,0.6,POSITIVE
1230575009397198851,adeyefa_codes,973,@Chichi_Arinze Whoever that is https://t.co/xpDclLopp1,2020-02-20 19:28:39,0.0,0.0,NEGATIVE
1230540871948546060,adeyefa_codes,973,"@iamgrandbusta I swear, just imagine the air there. It'll be stuffy AF",2020-02-20 17:13:00,0.0,0.0,NEGATIVE
1230536752445755392,iamgrandbusta,167,"@adeyefa_codes If one virus enter there, it'll affect everyone there....bad",2020-02-20 16:56:38,0.0,0.0,NEGATIVE
1230535504090869760,adeyefa_codes,973,What prison is this. https://t.co/LvzlAcRce2,2020-02-20 16:51:41,0.0,0.0,NEGATIVE
1231678898712215552,SirCatalyst,246,@adeyefa_codes I need to unsee this. #Hypo,2020-02-23 20:35:07,0.0,0.0,NEGATIVE
1231670477803937796,adeyefa_codes,973,"RT @Chichi_Arinze: I was reluctant to post this video because I didn’t really like it but the message still remains clear, if you are on a…",2020-02-23 20:01:39,0.15000000000000002,0.29166666666666663,NEUTRAL
1231580980659544064,adeyefa_codes,973,@EmmanuelCAdigwe I think I'm going to take your advice,2020-02-23 14:06:02,0.0,0.0,NEGATIVE
1231557363255140352,adeyefa_codes,973,@gbengasile Wilder is an Audio Beast,2020-02-23 12:32:11,0.0,0.0,NEGATIVE
1231555251942985728,fatratfatrat,219,@adeyefa_codes @Bugcrowd Thanks 🥰🥰,2020-02-23 12:23:47,0.2,0.2,NEUTRAL
1231554748794462210,adeyefa_codes,973,"🤣🤣 was just hearing, jab the jabber before the jabbing 😬😬 https://t.co/Y4hNJCETOd",2020-02-23 12:21:47,0.0,0.0,NEGATIVE
1231520615292645376,michaelgatesjr,264,@adeyefa_codes He tiff belt ni.😂🤣,2020-02-23 10:06:09,0.0,0.0,NEGATIVE
1231520405283885056,adeyefa_codes,973,@michaelgatesjr Dem beat am like who Tiff for market.,2020-02-23 10:05:19,0.0,0.0,NEGATIVE
1231481751811317761,adeyefa_codes,973,@fatratfatrat @Bugcrowd Nice blog post.,2020-02-23 07:31:44,0.6,1.0,POSITIVE
1231345692528070657,adeyefa_codes,973,"Give the vendor my number instead, she can make some deliveries here. https://t.co/G2KG2zEIuu",2020-02-22 22:31:05,0.0,0.0,NEGATIVE
1231342160739553282,adeyefa_codes,973,@Cruzomosng @theshalvah 🙌🙌 I dey hail oo,2020-02-22 22:17:03,0.0,0.0,NEGATIVE
1231292736394977281,olaeedo,421,@adeyefa_codes Lmao even if I walk on the run way it will be bad,2020-02-22 19:00:39,-0.04999999999999993,0.8333333333333333,NEGATIVE
1231287665678602241,adeyefa_codes,973,John Wick https://t.co/WP45Xz7K5e,2020-02-22 18:40:30,0.0,0.0,NEGATIVE
1231283635963211777,adeyefa_codes,973,You did not pose very well na 🤣🤣🤣🤣 https://t.co/6qNEo2fptg,2020-02-22 18:24:29,0.2,0.3,NEUTRAL
1231281652262940673,adeyefa_codes,973,@ndiecodes Totally true 🤣🤣,2020-02-22 18:16:36,0.35,0.65,POSITIVE
1231227001299750912,Dev_khris,3915,@adeyefa_codes @26th_edmund @cjustinobi @agatevureglory @ayolovisgod Lol. With your strong face. See I get una rece… https://t.co/eiYog0H2dF,2020-02-22 14:39:26,0.6166666666666667,0.7166666666666666,POSITIVE
1231226397638656001,adeyefa_codes,973,"@Dev_khris @26th_edmund @cjustinobi @agatevureglory @ayolovisgod Whoever you saw that day is not me, I deny all accusations.",2020-02-22 14:37:02,0.0,0.0,NEGATIVE
1231226186111561729,Dev_khris,3915,@adeyefa_codes @26th_edmund @cjustinobi @agatevureglory @ayolovisgod You are not even taller than me. Remember I ha… https://t.co/fxjEIQWCXW,2020-02-22 14:36:12,0.0,0.0,NEGATIVE
